date,title,link,content
2024-06-03 11:42:49,4~5일 한·아프리카 정상회의…서울 지하철·버스 집중배차 연장,https://n.news.naver.com/mnews/article/003/0012583696?sid=102,"[
지하철 1~7호선, 우이신설선 등 일 43회씩 총 86회 증회서울 버스 351개 노선 모두 오전 10시까지 집중배차 유지""외교부, 자동차 자율 2부제 시행…가급적 대중교통 이용""



[서울=뉴시스] 2일 조태열 외교부 장관과 모하메드 살렘 울드 메르주그(Mohamed Salem Ould Merzoug) 모리타니아 외교장관의 공동 주재로 28개 아프리카 국가 외교장관이 참석한 가운데 한-아프리카 외교장관회의가 개최된 모습. (사진=외교부 제공) 2024.06.02. photo@newsis.com *재판매 및 DB 금지[서울=뉴시스] 조현아 기자 = 서울시는 '2024 한-아프리카 정상회담'이 개최되는 오는 4~5일 서울지역 교통혼잡을 예방하기 위해 지하철 증회 운행 등 교통대책을 실시한다고 3일 밝혔다. 외교부는 이번 정상회의 개최에 따라 4~5일 '자동차 자율 2부제'를 시행하기로 했다. 4일에는 자동차 번호 끝자리가 짝수인 자동차만, 5일에는 홀수인 자동차만 운행하는 내용이다. 이에 시는 행사가 진행되는 이틀 간 시민 이동 편의를 위해 오전시간대 대중교통 집중 배차를 실시한다. 지하철과 시내버스 모두 평소 오전 7~9시까지 진행하는 '집중배차시간'을 오전 7~10시까지로 1시간 연장 운행한다. 지하철 1~7호선, 우이신설선은 이틀 간 일 43회씩 총 86회 증회 운행한다. 지하철 운행을 하루 43회 증회함에 따라 평소 대비 약 9만명을 추가 수송할 수 있게 된다. 9호선과 우이신설선, 신림선은 비상대기 전동차 1편성 운용한다. 8호선은 별내선 개통을 앞두고 지난달 25일부터 평소 대비 12회 증회 운행 중이다. 시내버스는 351개 노선 모두 오전 10시까지 집중배차시간을 연장 유지한다. 이는 하루 총 3221회 증회하는 효과로 평소대비 약 8만1000명의 추가 수송이 가능해진다. 행사 기간 지하철 역사 안전 관리도 강화한다. 승강기 등 전기 설비와 화장실, 대합실 등 편의시설의 고장 여부 등을 점검하고, 종합관제센터에서는 역사 내 돌발 상황을 주시할 수 있도록 폐쇄회로(CC)TV 모니터링을 강화한다. 시와 25개 자치구는 특별단속반을 운영해 혼잡이 유발되는 지역을 순회하면서 집중 계도·단속에 나설 예정이다. 도로 혼잡 상황과 각종 대중교통 정보는 서울교통정보센터 토피스(TOPIS) 홈페이지(topis.seoul.go.kr)에서 확인할 수 있다.교통대책 관련 문의는 120다산콜센터, 도로 통제 관련 전화 문의는 서울경찰청(182)으로 하면 된다.차량 이동이 불가피한 시민들의 이동 불편을 최소화하기 위해 내비게이션 회사와 지도 정보 제공 회사에서도 통제구간이 아닌 다른 우회 경로를 안내할 계획이다. 차량으로 이동 시에는 내비게이션 등을 통해 안내를 받는 것이 좋다.서울시 관계자는 ""시민들의 이동편의 지원을 위해 대중교통 운행 및 수송력 확보, 교통정보 제공 등 현장 교통상황 관리에 최선을 다하겠다""며 ""평일 행사로 혼잡이 예상되므로, 가급적 승용차를 두고 대중교통을 적극 이용하길 바란다""고 말했다．
]"
2024-06-04 03:05:56,"울산 트램, 교통 혼잡 대책은?",https://n.news.naver.com/mnews/article/020/0003568622?sid=102,"[
첫 주민공청회 기대-우려 교차태화강역∼신복교차로 32분 주파… 울산도시철도 허가 절차 마무리시민들 교통-안전 대책 등 촉구시 “안전성 강화 위한 논의 중”



지난달 30일 울산 남구 울산박물관 2층 강당에서 열린 울산도시철도 1호선 건설사업 기본계획(안) 공청회가 열렸다. 참석한 전문가들이 의견을 내고 있다. 울산시 제공“60억 원짜리 트램(노면전차)하고 사고가 나면 보험 처리는 어떻게 되는 겁니까?” “차로와 인도가 줄어들면서 나타날 수 있는 피해를 줄이는 방안은 무엇인가요?” 지난달 30일 울산 남구 울산박물관 강당에서 열린 ‘울산도시철도(트램) 1호선 건설사업 기본계획안’ 주민공청회에서 트램 운행에서 일어날 수 있는 문제점 등 다양한 의견들이 제시됐다. 이 사업은 지하철이 없는 국내 유일한 광역시 울산 도심에 2028년까지 동해선 태화강역에서 공업탑로터리를 거쳐 신복로터리까지 10.9km 구간에 수소전기트램을 설치하는 것이다. 총사업비는 3794억 원이 투입된다. 최근 행정안전부의 중앙투자심사를 통과하면서 허가 절차는 모두 마무리됐다. 공청회에서 공개된 기본계획안에 따르면 차량기지는 태화강역 광장에 2만4392m2 규모로 들어선다. 정거장은 총 15곳이다. 태화강역 광장, 농수산물 시장 앞, 현대백화점 앞, 번영사거리, 동평사거리, 달동사거리, 공업탑로터리, 울산서여자중학교, 옛 울주군청 앞, 법원검찰청입구사거리, 공원묘지입구, 울산체육공원, 정골삼거리, 울산대 정문, 웰츠주상복합앞 등이다. 태화강역 광장에서 종점인 웰츠주상복합 앞(신복교차로)까지는 정차 시간을 포함해 총 32분이 소요된다. 해당 구간을 버스로 이동할 경우 45분이 걸린다. 오전 5시부터 밤 12시까지, 10∼15분 간격 하루 84회 왕복 운행한다. 1회 총 탑승 가능 인원은 245명이다. 기존 차로 수를 유지하기 위해 차로 폭을 3.5m에서 3.0m로 조정하고, 인도 폭도 소폭(0.3∼2.6m) 축소한다. 유턴과 좌회전 전용 차선들은 없어질 예정이다. 가장 큰 혼선이 예상되는 공업탑로터리의 경우 기존 체계를 유지하되 교차로로 전환할 가능성을 남겨뒀다. 공청회에서는 보완책 요구와 함께 시민들과 소통이 부족했다는 지적이 나왔다. 안정화 한국교통연구원 철도교통연구본부 연구위원은 “트램이 도로 공간을 점유하는 만큼 도로 시스템과의 연결성을 고민해야 할 것”이라며 “인근의 다른 교차로까지 교통 혼잡이 연쇄적으로 이어질 수 있다는 점도 고려해야 한다”고 말했다. 패널로 참석한 울산시의회 문석주 산업건설위원장은 “트램 노선이 공업탑로터리를 통과하게 돼 있다”며 “이에 따라 야기될 교통 혼잡에 대한 대책이 필요하다”고 지적했다. 조미정 울산발전연구원 공공투자센터 연구위원은 “유동 인구가 많은 지역에 정거장이 설치되는데, 트램 때문에 인도를 축소하게 되면 시민 접근에 문제가 발생할 수 있다”며 “인도와 차로 수 감소를 최소화할 수 있는 방안을 검토해야 할 것”이라고 했다. 시민들은 교통 안전 대책과 수소 안전성에 대해 의견을 냈다. 울산지역버스노조 한성교통지부 소속 박재성 씨는 “트램과 교통사고가 발생했을 때 피해와 비용이 어마어마할 것 같은데, 이런 문제를 충당할 수 있는 보험에 대해 준비하고 있느냐”고 우려의 목소리를 냈다. 한 시민은 “수소의 경우 폭발 가능성이 있는 만큼 안전성이 의문”이라고 했다. 또 다른 시민은 “도로 폭을 줄이면 교통사고가 늘어날 것이고 인도를 줄이면 상권이 침체할 것”이라며 “시민의 목소리를 충분히 들어달라”고 요구했다. 시 관계자는 “트램과의 사고 처리 보험 문제는 전문 기관에서 보험사들과 연구하고 있다”며 “안전하고 편리한 대중교통 수단으로 자리 잡을 수 있도록 시민의 의견을 충분히 경청하겠다”고 말했다.
]"
2024-05-31 11:49:07,1일 서울 도심 퀴어축제·반대 집회… 교통혼잡 예상,https://n.news.naver.com/mnews/article/366/0000995849?sid=102,"[




지난해 7월 1일 오후 서울 중구 삼일대로 일대에서 '제24회 서울퀴어문화축제' 참가자들이 행진을 시작하고 있다. /뉴스1        서울경찰청이 6월 1일 서울 도심에서 서울퀴어문화축제 조직위원회와 반대단체 등의 집회 및 행진이 이어지면서 교통 불편이 예상된다며 대중교통 이용과 우회로 활용을 해달라고 31일 밝혔다.서울퀴어문화축제 조직위는 1일 오후 종각∼을지로입구 구간에서 집회를 연 뒤 종로∼퇴계로 일대에서 행진한다. 퀴어축제 반대단체도 서울시의회를 중심으로 세종대로 일대에서 집회한 후 통일로 방향으로 행진할 예정이다.이와 함께 서울역∼숭례문에 이르는 구간에서도 대규모 집회가 예정돼 서울 시내 곳곳 차량 정체가 있을 것으로 보인다.경찰은 집회 중에도 도심 수도권 광역버스 등의 통행을 위해 차량 흐름을 유지하고 시민 불편을 줄일 방침이다. 또 집회 행진 구간 주변에 가변 차로를 운영하고 교통경찰 190여명을 배치해 차량 우회를 유도할 계획이다.경찰은 시민에게 가급적 지하철과 같은 대중교통을 이용하고 차량을 이용해야 할 경우 교통정보를 확인해달라고 당부했다.집회 시간과 장소 등 자세한 교통상황은 서울경찰청 교통정보 안내 전화와 교통정보센터 홈페이지, 카카오톡(서울경찰교통정보) 등을 통해 확인할 수 있다.
]"
2024-05-23 06:30:02,이용객 가장 많은 서울 지하철역은 잠실…강남 제치고 1위,https://n.news.naver.com/mnews/article/001/0014702743?sid=102,"[
홍대입구·구로디지털단지·1호선 서울역·신림·삼성역 순 잠실 하루 15.5만명…가장 한산한 곳은 '1/100' 둔촌오륜역



'잠실 롯데월드타워' [연합뉴스 자료사진]    (서울=연합뉴스) 정수연 기자 = 올해 이용객이 가장 많은 서울의 지하철역은 2호선 잠실역으로 하루 평균 약 16만명이 찾은 것으로 나타났다.     23일 서울교통공사에 따르면 올해 1∼4월 서울 지하철역 가운데 하루 평균 승·하차 인원이 가장 많은 곳은 2호선 잠실역으로 15만5천229명이 이용했다.     공사가 지하철 1∼9호선 이용객을 분석한 결과다.     2위는 강남역으로 하루 평균 15만1천607명이 이용했다.     지난해 같은 기간에는 강남역의 하루 평균 승하차 인원이 15만9명으로 1위, 잠실역(14만9천951명)이 2위로 뒤를 이었지만 올해 순위가 뒤바뀌었다.



[그래픽] 이용객 많은 서울 지하철역(서울=연합뉴스) 이재윤 기자 = 23일 서울교통공사에 따르면 올해 1∼4월 서울 지하철역 가운데 하루 평균 승·하차 인원이 가장 많은 곳은 2호선 잠실역으로 15만5천229명이 이용했다.     공사가 지하철 1∼9호선 이용객을 분석한 결과다.     yoon2@yna.co.kr    X(트위터) @yonhap_graphics  페이스북 tuney.kr/LeYN1    강남역이나 잠실역은 극심한 교통혼잡으로 차보다는 지하철이 빠르고 편리해 전통적으로 이용객들로 항상 붐비는 역이다.    잠실역은 올해 프로야구 흥행과 외국인 관광객 증가세 등에 힘입어 이용객이 강남역을 앞지른 것으로 풀이된다.     올해 1∼4월 기준으로 홍대입구역(14만7천356명), 구로디지털단지역(10만6천564명), 서울역 1호선(10만5천265명), 신림역(10만3천582명), 삼성역(10만1천475명)도 하루 평균 승·하차 인원이 10만명이 넘었다.     올해 가장 이용객이 적었던 지하철역은 9호선 둔촌오륜역으로 하루 평균 승·하차 인원이 1천465명에 불과했다.     급행열차가 서는 올림픽공원역과 중앙보훈병원역 사이에 있어 하루에 1천500명도 이용하지 않은 것으로 풀이된다.     1∼4월 지하철 하루 평균 승·하차 인원은 880만7천236명이다.    한편, 이 기간 우대권(경로·장애인·국가유공자)으로 지하철에 무임 승차한 횟수는 총 9천162만5천735번이다.     금액으로 환산하면 1천200억원이 넘는다.     고령화로 노인 인구가 늘며 지난해 같은 기간(8천570만3천236회)보다 늘었다.     jsy@yna.co.kr
]"
2024-06-01 09:43:09,오늘 서울 도심 곳곳 대규모 집회…교통혼잡 예상,https://n.news.naver.com/mnews/article/422/0000662804?sid=102,"[
			오늘(1일) 서울 도심에서 대규모 집회가 잇따를 예정이어서 곳곳에서 교통혼잡이 예상됩니다.서울퀴어조직위는 오늘(1일) 오후 종각과 을지로 일대에서 행진을 할 예정이고, 퀴어축제 반대위도 세종대로 일대에서 집회 후 행진을 실시합니다.또 서울역에서 숭례문에 이르는 구간에서도 오후 내내 대규모 집회가 열릴 예정입니다.서울경찰청은 행진 구간에 가변차로를 운영하고 교통경찰 190여명을 배치해 교통 관리에 나서는 한편, 집회 당일 가급적 지하철 등 대중교통을 이용할 것을 당부했습니다.홍정원 기자 (zizou@yna.co.kr)#퀴어축제 #서울경차 #교통혼잡연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23
]"
2024-05-29 10:24:01,"""20배 빠른 지하철 무료 와이파이 온다""…케이온, 통신복지 실현 포부",https://n.news.naver.com/mnews/article/277/0005424757?sid=105,"[
케이온네트워크 사업 발표 6대 광역시 지하철에 구축 ""타겟 서비스·통신비 인하""""통신사 구애받지 않고 누구나 지하철에서 지금보다 20배 빠른 무료 와이파이를 사용할 수 있도록 하겠습니다.""케이온네트워크(케이온)가 6대 도시 지하철을 근간으로 초고속 무료 와이파이망 구축에 나서겠다고 29일 밝혔다.지난해 7월 기간통신사업자 면허를 취득한 케이온은 내년 대구시 1호선을 시작으로 인천시, 수도권전철 등 6대 광역시 지하철과 도시철도 구간을 타깃으로 하고 있다.



지하철 자료사진=허영한 기자 younghan@무료 주파수, 국내 개발 장비 활용  케이온은 2018년 1월 과학기술정보통신부로부터 무상으로 공급받은 용도자유대역 주파수 22~23.6㎓ 대역으로 1.6㎓ 폭을 활용한다. 통신 3사가 지난해 반납한 5G 28㎓대역을 대체하는 방식이다.현재 LTE 와이파이 속도(120Mbps)보다 20배 빠른 2.4Gbps급 통신서비스 구축에 나선다. 케이온은 국내 기술로 개발한 통신장비로 열차와 역사 안에서 끊김 없는 고품질의 와이파이 서비스를 제공한다는 방침이다.케이온이 보유한 지하철·도시철도 전용 백홀 기술은 한국전자통신연구원(ETRI)이 2016년 MWC 행사에서 세계 최초로 상용화를 발표한 모바일 핫스폿 네트워크(MHN) 기술이다.정부 예산 300억원을 투입해 만든 이 기술은 선로에 설치된 중계기와 차량 내 설치된 모뎀 간 기가급 통신을 가능하게 한다. 당시 MHN의 백홀 속도는 1Gbps에 머물렀으나 고도화를 거쳐 2.4Gbps로 향상됐다.박준동 케이온 대표는 ""지하철과 도시철도를 이용하는 고객에게 최대 100GB급의 데이터를 무료로 제공할 수 있게 된다""고 말했다.



박준동 케이온네트워크 대표최대 100GB 무료 제공…수익화는?  케이온의 무료 와이파이를 사용하려면 와이파이 선택 후 최초 1회 본인인증이 필요하다. 이후 15초짜리 광고를 두 편 봐야 한다.와이파이 첫 화면인 케이온 플랫폼에선 사용자의 위치기반 타깃 서비스를 선보이고 지역 콘텐츠, e커머스, 동영상, 웹툰, 게임 등을 즐길 수 있도록 한다. 대용량 콘텐츠도 탑재해 빠른 속도감을 느껴볼 수 있도록 한다는 계획이다.조윤성 케이온 사업총괄(부사장)은 ""지하철 혼잡도 확인 등 출퇴근 지하철 이용객들에게 필요한 특화 서비스도 제공할 것""이라고 말했다.향후에는 통신사들과 결합상품을 만들어 한 달에 약 2000원만 더 내면 광고를 보지 않아도 빠른 지하철 와이파이를 사용할 수 있도록 한다는 방침이다.박 대표는 ""6대 광역시 지하철의 하루 평균 이용객 수는 1240만명이고, 그중 절반 정도는 무제한 요금제를 이용하지 않기 때문에 우리 고객이 될 수 있다고 본다""고 내다봤다.



케이온네트워크 콘텐츠 플랫폼 테스트 페이지투자금 2000억 조달해야…""통신복지 실현"" 케이온은 다음 달에 대구교통공사와 협약을 체결하고, 내년에는 대구시 1호선에서 상용화에 나선다. 대구시를 테스트베드 삼아 초고속 와이파이의 효용성을 검증하고 전국으로 확산한다.문제는 2000억원에 달하는 투자금 조달 방안이다. 박정준 케이온 투자기획본부장(부사장)은 ""장비 업체 등 협력업체 중심으로 투자를 받은 후 벤처투자사(VC)와 금융기관을 통해 자금을 조달할 계획""이라고 밝혔다.박 대표는 ""가계통신비 인하라는 정부의 목표 달성을 위해 기존 통신기업과의 협력도 모색 중""이라며 ""통신업이 가야 할 패러다임을 입증하고 제시해줄 수 있는 '통신복지' 회사가 될 것""이라고 밝혔다.박 대표는 LG유플러스에서 28년간 근무한 '통신 전문가'다. 그는 LG유플러스의 주요 고객서비스 사업을 전담했고 알뜰폰, 온라인동영상서비스(OTT) 등 신사업을 주도해 왔다.
]"
2024-05-23 08:39:01,서울에서 이용객 가장 많은 지하철역은…2호선 잠실역,https://n.news.naver.com/mnews/article/119/0002832493?sid=102,"[
부동의 1위였던 강남역은 2위…일평균 10만명 넘는 역 7개프로야구 흥행과 외국인 관광객 증가로 잠실역 이용객 많아져



5월 16일부터 서울지하철 7호선을 대상으로 시범운영된 좌석없는 열차에 탑승한 시민들ⓒ연합뉴스[데일리안 = 김인희 기자] 올해 이용객이 가장 많은 서울의 지하철역은 2호선 잠실역으로 하루 평균 약 16만명이 찾은 것으로 나타났다.23일 서울교통공사에 따르면 올해 1∼4월 서울 지하철 1∼9호선 이용객을 분석한 결과 하루 평균 승·하차 인원이 가장 많은 곳은 2호선 잠실역으로 15만5229명이 이용했다. 2위는 강남역으로 하루 평균 15만1607명이 이용했다.지난해 같은 기간에는 강남역의 하루 평균 승하차 인원이 15만9명으로 1위, 잠실역(14만9951명)이 2위로 뒤를 이었지만 올해 순위가 뒤바뀌었다. 강남역이나 잠실역 일대는 극심한 교통혼잡으로 승용차보다는 지하철이 빠르고 편리해 항상 많은 탑승객이 타고 내리는 곳이다.잠실역은 올해 프로야구 흥행과 외국인 관광객 증가세 등에 힘입어 이용객이 강남역을 앞지른 것으로 풀이된다.올해 1∼4월 기준으로 홍대입구역(14만7356명), 구로디지털단지역(10만6564명), 서울역 1호선(10만5265명), 신림역(10만3582명), 삼성역(10만1475명)도 하루 평균 승·하차 인원이 10만명이 넘었다.반면 올해 가장 이용객이 적었던 지하철역은 9호선 둔촌오륜역으로 하루 평균 승·하차 인원이 1465명에 불과했다. 급행열차가 서는 올림픽공원역과 중앙보훈병원역 사이에 있어 하루에 1500명도 이용하지 않은 것으로 풀이된다.1∼4월 서울 지하철 하루 평균 승·하차 인원은 880만7236명이다. 왕복으로 가정할 경우 서울시민 거의 절반이 매일 지하철을 이용하는 것이다.한편 이 기간 우대권(경로·장애인·국가유공자)으로 지하철에 무임 승차한 횟수는 총 9162만5735번이다.금액으로 환산하면 1200억원이 넘으며 전체 승차횟수의 11%가량을 차지한다. 고령화로 노인 인구가 늘며 지난해 같은 기간(8570만3236회)보다 늘었다.
		]"
2024-05-23 14:55:42,"서울지하철 빈 상가, 시민 위한 서비스 공간 재탄생",https://n.news.naver.com/mnews/article/003/0012563348?sid=102,"[
문화·예술지원, 정책과 지역특산품 홍보



[서울=뉴시스]노원구청 청년 팝업스토어(하계역, 청년창업지원). 2024.05.23. (사진=서울교통공사 제공) *재판매 및 DB 금지[서울=뉴시스] 박대로 기자 = 서울교통공사(사장 백호)는 서울시와 25개 구청, 당진시, 영동군, 문화체육관광부 등 총 99개 공공기관을 대상으로 지하철 공실 상가를 '사회기여형 상가'로 조성하기 위해 협의 중이라고 23일 밝혔다.사회기여형 상가는 시민을 위한 공공서비스 정책과 연계된 공익적 상가를 뜻한다.공사는 장기 공실 상태인 상가나 혼잡도 등으로 문제가 되는 상가를 사회기여형 상가로 바꿀 방침이다.공공 기관은 사회기여형 상가를 일반 시민들이 접근하기 쉬운 정책 홍보 장소로 활용할 수 있다. 이미 서울시와 각 구청, 강원도 등이 19개역 20개소 임대차 계약을 맺고 사회적 약자 취업·창업 지원, 지역특산품 판매, 시니어·장애인 생산품 판매, 문화·예술 지원 등 공공 서비스를 제공하고 있다.지난 12월 하계역에는 '노원구 청년 팝업스토어'가 조성됐다. 배달라이더, 대리기사, 학습지 교사 등 이동노동자의 열악한 노동환경을 개선하기 위해 상반기 안에 사당역(2), 종로3가역(1)에 '이동노동자 쉼터'를 설치할 예정이다.이 밖에 서울시 도서관 정책홍보를 위한 '광화문 책마당 전시룸' 개장, 자립 청년 창업 지원, 노년층 일자리 지원, 지방특산물 판로 개척 지원 등 각종 공익 사업을 추진하기 위해 협의가 이뤄지고 있다. 공사는 ""과거 지하철 역내 유휴공간 대부분을 상가로 조성해 적자를 개선하고 수익을 극대화하는 정책을 시행했지만 일부 상가는 장기공실로 남아 역사 환경의 저해 요소가 되거나 고객 동선에 지장물이 되는 등 제 역할을 다하지 못하기도 했다""고 추진 배경을 설명했다.백호 서울교통공사 사장은 ""우리 공사는 다양한 공공서비스를 제공하는 기관과 협력을 통해 공실 상가를 시민 공간으로 환원함으로써 공기업으로서 의무를 다하고자 한다""며 ""향후 적극적인 홍보와 협의를 통해 사회기여형 상가를 지속해서 확대하도록 노력하겠다""고 밝혔다．
]"
2024-05-15 11:15:00,지하철 7호선도 '의자 없는 칸' 운행…내일 출근길부터 시작,https://n.news.naver.com/mnews/article/003/0012546931?sid=102,"[
지하철 4호선 이어 7호선도 시범 운행…1편성, 1개 칸7인석 일반석 의자 제거, 교통약자용 의자는 그대로 시범 운행 효과성 검증…다른 노선 확대 여부 검토



[서울=뉴시스]서울 지하철 4호선에 이어 7호선에서도 오는 16일 출근길부터 '의자 없는 열차'가 운행된다. (사진=서울시 제공). 2024.05.15. photo@newsis.com [서울=뉴시스] 조현아 기자 = 서울 지하철 4호선에 이어 7호선에서도 오는 16일 출근길부터 '의자 없는 열차'가 운행된다.서울교통공사는 출근 시간대 지하철 혼잡도 완화를 위해 지하철 7호선 1개 편성의 1개 칸(4~5번째 칸)을 의자 없는 객실로 시범 운행한다고 15일 밝혔다. 이번 시범 운행은 지하철 4·7호선의 혼잡도를 완화하기 위한 단기 대책으로 마련됐다. 지하철 4·7호선의 경우 열차 증회 등 혼잡도 특별관리대책 추진 이후에도 여전히 150% 이상의 높은 혼잡도를 보이고 있어서다. 시범 운행에 나서는 열차 객실 내 7인석 일반석 의자는 제거되지만, 노약자 등 교통약자가 이용하는 교통약자용 12인석은 현행대로 유지된다. 의자가 사라진 공간에는 '7호선을 타고 즐기는 서울 여행'을 주제로 한 디자인(랩핑)이 적용된다. 빈 공간을 특색있는 풍경의 디자인으로 메워 승객들에게 볼거리를 제공한다는 계획이다. 승객 안전을 위한 지지대 30개, 등받이 12개, 손잡이 36개도 추가 설치된다. 공사는 안내방송, 전동차 출입문 안내 스티커 부착 등을 통해 열차 이용 시 발생할 수 있는 불편을 최소화할 계획이다.공사는 운행 초기 안전사고 예방을 위해 직원이 직접 탑승해 안전사항 등을 살핀다. 시범 운행에 대한 모니터링과 혼잡도 개선에 대한 효과성 검증을 마친 뒤 다른 노선으로의 확대 여부를 검토할 예정이다. 지난 1월 지하철 4호선에서 먼저 시범 운행을 실시했지만 방학기간 등과 겹쳐 정확한 혼잡도 개선 효과를 검증하기에는 어려움이 있었다. 7호선 시범 운행과 함께 객실의자 제거 시범사업의 효과성을 검증한다는 계획이다.안창규 서울교통공사 차량본부장은 ""차 혼잡도 완화를 위해 열차 증회 운행을 포함한 다양한 노력으로 시민이 더욱 편리하고 안전하게 이용할 수 있도록 하겠다”라고 말했다．
]"
2024-05-16 11:17:34,"지하철 7호선 입석칸 운행 첫날…시민들 ""넓다"" VS ""글쎄""[현장]",https://n.news.naver.com/mnews/article/003/0012548443?sid=102,"[
올해 1월10일 4호선 시행 이어 7호선도 첫선시민 ""넓고 여유로워…책 읽을 수 있어 좋아""출퇴근길 지옥철 완화 효과는 묻자 '글쎄'MZ 노린 디자인인데…20대 ""유치하다""



[서울=뉴시스] 김근수 기자 = 16일 오전 서울 지하철 7호선 열차에서 시민들이 출근길에 나서고 있다.서울교통공사는 4호선에 이어 출근시간대 지하철 객실 혼잡도를 개선하기 위해 오늘부터 7호선 객실 열차에도 의자 없는 칸 시범운행을 한다고 밝혔다. 2024.05.16. ks@newsis.com[서울=뉴시스] 오정우 기자 = '출퇴근길 혼잡 막아라.'서울지하철 7호선이 16일 '의자 없는 칸' 열차를 처음 선보였다. 올해 1월 4호선 시행에 이은 것이다.지난 1월10일 4호선에서 베일을 벗은 의자 없는 열차는 출퇴근길 최대 160%에 이르는 이른바 '지옥철' 혼잡도 해소 방안으로 등장했다. 7호선도 이같은 취지의 연장선상으로 이날 오전부터 시범 운영을 시작했다.이날 시범 운영 지하철은 오전 7시25분 도봉산역 출발, 온수역까지 운행하는 1대 뿐이었다. 뉴시스는 오전 8시16분께 고속터미널역에서 의자 없는 열차를 직접 이용해봤다.의자 없는 칸은 열차 1대 8칸(량) 중 네 번째 칸에 마련됐다. '혼잡도 완화를 위해 의자 없는 칸 시범 운영 중입니다'라는 문구가 적혀있었다.열차에 들어서자 '언제나 즐거운 7호선'이란 슬로건, 초록빛으로 꾸며진 내부, 바닥에 그려진 철도와 열차 그림이 돋보였다.칸 내부에선 60여명의 시민들이 의자 없는 등받이에 몸을 기댄 채 음악을 듣거나 휴대전화로 사회관계망서비스(SNS)를 즐기는 등 다소 여유로운 모습을 보였다. 반면 옆 칸(다섯 번째 칸)에선 익숙한 '지옥철' 풍경 그대로였다. 노약자석을 포함해 50여명이 좌석에 앉아 있었고, 40명 정도는 손잡이에 몸을 맡긴 채 가방을 앞으로 메고 있었다. 좌석을 차지한 승객이나 서 있는 승객 대부분이 '졸음과의 사투'를 벌이고 있었다.



[서울=뉴시스] 김근수 기자 = 16일 오전 서울 지하철 7호선 열차에서 시민들이 출근길에 나서고 있다.서울교통공사는 4호선에 이어 출근시간대 지하철 객실 혼잡도를 개선하기 위해 오늘부터 7호선 객실 열차에도 의자 없는 칸 시범운행을 한다고 밝혔다. 2024.05.16. ks@newsis.com의자 없는 열차 칸에 오른 시민들은 대체로 '넓어서 여유롭다'는 점에는 끄덕였다. 구로역 인근에 직장이 있는 고준혁(24)씨는 ""의자가 없으니 확실히 넓은 것 같다""며 ""쾌적한 느낌이 든다""고 말문을 뗐다. 고씨는 ""출퇴근길 사람에 치여 가방을 앞으로 메거나 휴대전화를 마음대로 못 쓰는 경우도 많다""며 ""오늘은 그래도 휴대전화를 보는 등 여유로웠다""고 했다.평소 도서관에서 소설책을 자주 빌린다는 김성식(62)씨도 ""오늘은 책을 읽을 수 있어서 좋다""고 했다. 김씨는 ""(평소의) 출퇴근길이라면 휴대전화 애플리케이션으로 전자책을 봤어야 했을 것""이라며 ""의자 없는 열차가 (공간이) 넓어서 책도 편하게 읽을 수 있다""고 말했다. 김솔지(32)씨도 이날만큼은 출근길이 즐거웠다고 했다. 그는 ""휴대전화로 오늘은 SNS를 즐겼다""며 ""원래 출퇴근길에 잘 못 앉는 편이기도 하고 덜 부대껴서 좋았다""고 평가했다.이에 비해 본래 목적인 출퇴근길 혼잡도 완화 효과에 대해서는 의문이라는 반응이 적지 않았다. 윤효근(32)씨는 ""시민들의 편의를 위한다는 취지는 좋다""면서도 ""군자·건대·청담의 혼잡구간을 제외하면 사실 그래도 꽤 여유가 있는 편이긴 하다""고 선을 그었다. 이어 ""사실 전 사람이 적은 첫 번째 칸을 타곤 하는데 해당 칸에서는 의자에 앉아 30~40분을 잘 수 있지만 (여기는) 의자가 없으니 출근길에 자기는 어렵다""고 짚었다.그러면서 ""의자를 아예 없애는 시도보다는 가운데에 두거나, 새로운 모델을 도입하는 게 낫지 않을까""라고 평했다.소위 'MZ세대'를 노린 디자인임에도 20대 사이에서 혹평을 받았다. 이가은(22)씨는 ""디자인이 유치하다""며 사실상 20대가 아니라 아동을 위한 디자인인 것 같다""고 말했다. 이어 ""확실히 여유는 있는 것 같지만 의자 없는 칸이 출퇴근 혼잡을 줄이는 효과가 있을지는 의문""이라고 말했다.60대 남성 김모씨도 ""의자 없는 열차에 노약자석이 있긴 하지만 일반 의자가 없어서 나이 드신 분들은 이용하지 않을 것 같다""고 했다. 그러면서 ""출퇴근길 졸거나 쉬면서 가는 이들도 많은데 이렇게 의자를 아예 없애면 그런 효과마저 사라질 것""이라고 우려했다.한편 서울교통공사 관계자는 이날 ""이미 운영 중인 4호선과 같이 이번 7호선도 출퇴근길 혼잡을 막는 게 목표""라고 했다. 이날 오전에 첫선을 보인 1대를 포함해 오후 5시58분께 온수역에서 도봉산역행으로 1대가 퇴근길에 운영될 계획이다.서울교통공사는 7호선 '의자 없는 열차'를 다음 주부터 하루 왕복 4회로 증편할 계획이다．
]"
