date,title,link,content
2024-06-03 11:42:49,4~5일 한·아프리카 정상회의…서울 지하철·버스 집중배차 연장,https://n.news.naver.com/mnews/article/003/0012583696?sid=102,"[
지하철 1~7호선, 우이신설선 등 일 43회씩 총 86회 증회서울 버스 351개 노선 모두 오전 10시까지 집중배차 유지""외교부, 자동차 자율 2부제 시행…가급적 대중교통 이용""



[서울=뉴시스] 2일 조태열 외교부 장관과 모하메드 살렘 울드 메르주그(Mohamed Salem Ould Merzoug) 모리타니아 외교장관의 공동 주재로 28개 아프리카 국가 외교장관이 참석한 가운데 한-아프리카 외교장관회의가 개최된 모습. (사진=외교부 제공) 2024.06.02. photo@newsis.com *재판매 및 DB 금지[서울=뉴시스] 조현아 기자 = 서울시는 '2024 한-아프리카 정상회담'이 개최되는 오는 4~5일 서울지역 교통혼잡을 예방하기 위해 지하철 증회 운행 등 교통대책을 실시한다고 3일 밝혔다. 외교부는 이번 정상회의 개최에 따라 4~5일 '자동차 자율 2부제'를 시행하기로 했다. 4일에는 자동차 번호 끝자리가 짝수인 자동차만, 5일에는 홀수인 자동차만 운행하는 내용이다. 이에 시는 행사가 진행되는 이틀 간 시민 이동 편의를 위해 오전시간대 대중교통 집중 배차를 실시한다. 지하철과 시내버스 모두 평소 오전 7~9시까지 진행하는 '집중배차시간'을 오전 7~10시까지로 1시간 연장 운행한다. 지하철 1~7호선, 우이신설선은 이틀 간 일 43회씩 총 86회 증회 운행한다. 지하철 운행을 하루 43회 증회함에 따라 평소 대비 약 9만명을 추가 수송할 수 있게 된다. 9호선과 우이신설선, 신림선은 비상대기 전동차 1편성 운용한다. 8호선은 별내선 개통을 앞두고 지난달 25일부터 평소 대비 12회 증회 운행 중이다. 시내버스는 351개 노선 모두 오전 10시까지 집중배차시간을 연장 유지한다. 이는 하루 총 3221회 증회하는 효과로 평소대비 약 8만1000명의 추가 수송이 가능해진다. 행사 기간 지하철 역사 안전 관리도 강화한다. 승강기 등 전기 설비와 화장실, 대합실 등 편의시설의 고장 여부 등을 점검하고, 종합관제센터에서는 역사 내 돌발 상황을 주시할 수 있도록 폐쇄회로(CC)TV 모니터링을 강화한다. 시와 25개 자치구는 특별단속반을 운영해 혼잡이 유발되는 지역을 순회하면서 집중 계도·단속에 나설 예정이다. 도로 혼잡 상황과 각종 대중교통 정보는 서울교통정보센터 토피스(TOPIS) 홈페이지(topis.seoul.go.kr)에서 확인할 수 있다.교통대책 관련 문의는 120다산콜센터, 도로 통제 관련 전화 문의는 서울경찰청(182)으로 하면 된다.차량 이동이 불가피한 시민들의 이동 불편을 최소화하기 위해 내비게이션 회사와 지도 정보 제공 회사에서도 통제구간이 아닌 다른 우회 경로를 안내할 계획이다. 차량으로 이동 시에는 내비게이션 등을 통해 안내를 받는 것이 좋다.서울시 관계자는 ""시민들의 이동편의 지원을 위해 대중교통 운행 및 수송력 확보, 교통정보 제공 등 현장 교통상황 관리에 최선을 다하겠다""며 ""평일 행사로 혼잡이 예상되므로, 가급적 승용차를 두고 대중교통을 적극 이용하길 바란다""고 말했다．
]"
2024-05-23 06:30:02,이용객 가장 많은 서울 지하철역은 잠실…강남 제치고 1위,https://n.news.naver.com/mnews/article/001/0014702743?sid=102,"[
홍대입구·구로디지털단지·1호선 서울역·신림·삼성역 순 잠실 하루 15.5만명…가장 한산한 곳은 '1/100' 둔촌오륜역



'잠실 롯데월드타워' [연합뉴스 자료사진]    (서울=연합뉴스) 정수연 기자 = 올해 이용객이 가장 많은 서울의 지하철역은 2호선 잠실역으로 하루 평균 약 16만명이 찾은 것으로 나타났다.     23일 서울교통공사에 따르면 올해 1∼4월 서울 지하철역 가운데 하루 평균 승·하차 인원이 가장 많은 곳은 2호선 잠실역으로 15만5천229명이 이용했다.     공사가 지하철 1∼9호선 이용객을 분석한 결과다.     2위는 강남역으로 하루 평균 15만1천607명이 이용했다.     지난해 같은 기간에는 강남역의 하루 평균 승하차 인원이 15만9명으로 1위, 잠실역(14만9천951명)이 2위로 뒤를 이었지만 올해 순위가 뒤바뀌었다.



[그래픽] 이용객 많은 서울 지하철역(서울=연합뉴스) 이재윤 기자 = 23일 서울교통공사에 따르면 올해 1∼4월 서울 지하철역 가운데 하루 평균 승·하차 인원이 가장 많은 곳은 2호선 잠실역으로 15만5천229명이 이용했다.     공사가 지하철 1∼9호선 이용객을 분석한 결과다.     yoon2@yna.co.kr    X(트위터) @yonhap_graphics  페이스북 tuney.kr/LeYN1    강남역이나 잠실역은 극심한 교통혼잡으로 차보다는 지하철이 빠르고 편리해 전통적으로 이용객들로 항상 붐비는 역이다.    잠실역은 올해 프로야구 흥행과 외국인 관광객 증가세 등에 힘입어 이용객이 강남역을 앞지른 것으로 풀이된다.     올해 1∼4월 기준으로 홍대입구역(14만7천356명), 구로디지털단지역(10만6천564명), 서울역 1호선(10만5천265명), 신림역(10만3천582명), 삼성역(10만1천475명)도 하루 평균 승·하차 인원이 10만명이 넘었다.     올해 가장 이용객이 적었던 지하철역은 9호선 둔촌오륜역으로 하루 평균 승·하차 인원이 1천465명에 불과했다.     급행열차가 서는 올림픽공원역과 중앙보훈병원역 사이에 있어 하루에 1천500명도 이용하지 않은 것으로 풀이된다.     1∼4월 지하철 하루 평균 승·하차 인원은 880만7천236명이다.    한편, 이 기간 우대권(경로·장애인·국가유공자)으로 지하철에 무임 승차한 횟수는 총 9천162만5천735번이다.     금액으로 환산하면 1천200억원이 넘는다.     고령화로 노인 인구가 늘며 지난해 같은 기간(8천570만3천236회)보다 늘었다.     jsy@yna.co.kr
]"
2024-05-23 19:16:00,서울지하철 공실 상가 시민 서비스 공간 재탄생,https://n.news.naver.com/mnews/article/277/0005422521?sid=102,"[
지하철 공실 상가 시민 위한 공간으로 활용토록 공공기관 대상으로 적극적 상가 홍보 진행사회적 약자 취업·창업 지원, 문화·예술지원, 정책 및 지역특산품 홍보 공간으로 활용백호 사장 “공실 상가 시민 공간으로 환원 공기업으로서 의무 다하기 위해 지속 확대 노력할 것”



서울교통공사(사장 백호)는 지하철 공실 상가를 서울시 및 25개 구청, 당진시, 영동군, 문화체육관광부 등 총 99개 공공기관을 대상으로 ‘사회기여형 상가’ 조성을 협의 중이라고 23일 밝혔다.‘사회기여형 상가’는 시민을 위한 공공서비스 정책과 연계된 공익적 상가다.과거 공사는 지하철 역내 유휴공간 대부분을 상가로 조성, 적자를 개선하고 수익을 극대화하는 정책을 시행했다. 그러나 일부 상가는 장기공실로 남아 역사 환경의 저해 요소가 되거나 고객 동선에 지장물이 되는 등 제 역할을 다하지 못하기도 했다.공사는 이를 해결하기 위해 일부 상가들을 공익적 목적의 ‘사회기여형 상가’로 전환하는 방침을 마련했다.공사는 혼잡도 등으로 문제가 되는 상가를 과감히 철거하거나, 장기공실 상가에 ‘사회기여형 상가’ 입점을 추진 중이다.‘사회기여형 상가’ 확대를 통해 공공기관은 합리적 임대료로 일반 시민들이 접하기 쉬운 역 상가를 정책홍보 장소로 활용할 수 있고, 공사는 장기공실 문제를 해결하게 된다. 무엇보다 시민 입장에서는 자주 이용하는 역에서 다양한 공공서비스를 이용할 수 있게 되어 지하철 이용 만족도가 높아지게 될 것으로 기대된다.현재 공사는 서울시 및 각 구청, 강원도 등과 19개 역 20개소에 임대차 계약을 맺고 사회적 약자의 취업·창업 지원, 지역특산품 및 시니어·장애인 생산품 판매, 문화·예술 지원 등 공공서비스를 제공하고 있다.공사는 지난해 12월 이후 현재까지 총 99개 기관을 대상으로 ‘사회기여형 상가’를 소개, 각 기관의 핵심·역점 사업을 연계한 맞춤형 홍보를 진행하고 있다.이를 통해 지난해 12월 하계역에 ‘노원구 청년 팝업스토어’를 조성하여 청년층 창업 지원에 일조하고 있다. 최근에는 가파르게 증가하는 배달라이더, 대리기사, 학습지 교사 등 이동노동자의 열악한 노동환경을 개선코자 사당역(2), 종로3가역(1)에 ‘이동노동자 쉼터’를 상반기 내 설치·완료할 예정, 향후 서울시와 협의를 통해 지속 확대할 예정이다.이외도 서울시 도서관 정책홍보를 위한 ‘광화문 책마당 전시룸’ 개장, 자립 청년 창업 지원, 어르신 일자리 지원, 지방특산물 판로 개척 지원 등 각종 공익사업을 관련기관과 적극적으로 협의하고 있다.백호 사장은 “우리 공사는 다양한 공공서비스를 제공하는 기관과 협력을 통해 공실 상가를 시민 공간으로 환원함으로써 공기업으로서 의무를 다하고자 한다. 향후 적극적인 홍보 및 협의를 통해 ‘사회기여형 상가’를 지속해서 확대하도록 노력하겠다”고 말했다.




]"
2024-05-16 06:03:15,서울지하철 4호선 이어 7호선도 ‘의자 없는 열차’ 시범운행,https://n.news.naver.com/mnews/article/022/0003933294?sid=102,"[
혼잡도 개선 위한 대책… 효과성 검증 나선다16일 출근시간대부터 서울지하철 7호선 열차 한 칸이 ‘객실 의자 없는 열차’로 운영된다.     서울교통공사(이하 공사)는 4호선과 마찬가지로 7호선도 출근시간대에 열차 1개 칸의 객실 의자를 제거해 시범 운행한다고 15일 밝혔다. 앞서 백호 공사 사장은 지난 2월 세계일보 인터뷰에서 “의자 없는 열차는 혼잡도 완화를 위한 새로운 시도”라고 평가하며 “혼잡도 개선 효과, 시민 반응 등을 종합적으로 고려해 정식 도입을 결정하려 한다”고 설명했다.     



   서울교통공사가 16일 출근시간대부터 시범 운행을 시작하는 서울지하철 7호선의 ‘의자 없는 열차’ 객실 내부 모습. 공사 제공     공사에 따르면 7호선은 4호선에 이어 혼잡도가 높은 호선이다. 4·7호선 모두 열차 증회 등 혼잡도 특별관리대책 추진 이후에도 여전히 혼잡도가 150%를 넘기자 의자 없는 열차를 단기 대책의 하나로 추진하게 됐다고 공사는 부연했다. 4호선은 지난 1월부터 의자 없는 열차를 운행했다.     7호선의 경우 평일 오전 8시쯤 어린이대공원역을 지나는 열차가 가장 혼잡하다. 공사는 이 시간대를 전후해 열차 한 편당 한 칸(네 번째 또는 다섯 번째 칸)의 객실 의자를 제거하기로 했다. 다만 노약자와 장애인 등을 위한 교통약자용 좌석 12석은 현행대로 유지하기로 했다고 덧붙였다.     공사는 또 시민들의 편의와 안전을 위해 지지대와 손잡이, 등받이 등 설비를 추가로 설치했다. 운행 초기엔 안전사고 예방 등을 위해 직원이 탑승해 안전을 살필 계획이다. 시민 혼란을 최소화하고자 안내방송과 전동차 출입문 안내스티커 부착 등으로 관련 정보도 지속적으로 알린다. 아울러 공사는 ‘의자가 사라져서 공간이 다소 썰렁한 느낌’이라는 4호선 이용객들의 의견을 반영해 7호선 의자 없는 열차 객실 벽면에 ‘자연, 젊음, IT’ 등을 주제로 한 특색 있는 디자인을 도입했다고 한다.      한 공사 관계자는 “앞서 시작한 4호선 의자 없는 열차 시범 운행은 방학 기간 등과 겹치면서 정확한 혼잡도 개선 효과를 검증하기 어려웠다”며 “7호선 시범 운행 실시와 함께 객실 의자 제거의 혼잡도 개선 효과성을 검증할 계획”이라고 전했다. 안창규 공사 차량본부장은 “열차 증회 운행을 포함한 다양한 노력으로 시민들이 편리하고 안전하게 지하철을 이용하도록 만들 것”이라고 말했다.
]"
2024-05-15 11:16:05,"서울지하철 7호선, 16일부터 '의자 없는 열차' 시범운행",https://n.news.naver.com/mnews/article/018/0005739585?sid=100,"[
올해 1월부터 지하철 4호선 첫 시범 운행에 이은 두 번째시민 안전·편의성 확보 위해 손잡이·지지대 등 대폭 보강교통약자석은 유지…효과성 검증 후 타 노선 확대 여부 검토[이데일리 함지현 기자] 서울교통공사는 출근 시간대 지하철 혼잡도 완화를 위해 서울지하철 7호선에 대해 16일 출근길부터 열차 1개 편성 1칸을 의자 없이 시범 운행한다고 15일 밝혔다. 



(사진=서울교통공사)공사에서는 지난 1월부터 혼잡도 150%를 초과하는 4호선의 혼잡도 완화를 위한 단기 대책으로 열차 1개 편성 1칸의 객실의자를 제거해 올 초부터 시범 운행하고 있다.이번 시범 운행 차량에서는 객실 내 의자가 없어진 공간이 다소 썰렁한 느낌을 준다는 4호선 이용 승객들의 의견을 반영해 ‘7호선을 타고 즐기는 서울 여행’을 주제로 열차 내부에 디자인을 적용했다.이번 시범 운행은 열차 증회 등 혼잡도 특별관리대책 추진 이후에도 여전히 150% 이상의 혼잡도를 보이는 지하철 4·7호선의 혼잡도 완화를 위한 단기 대책의 하나로 마련됐다.시범 운행에 나서는 7호선 열차에는 1편성 1칸(네 번째 또는 다섯 번째 칸)의 7인석 일반석 의자는 제거하지만, 노약자 등 교통약자 이용하는 교통약자용 12석은 현행대로 유지한다.이와 함께 시민들의 안전과 편의를 위해 지지대, 손잡이, 등받이 등 안전설비를 보강했으며, 안내방송, 전동차 출입문 안내 스티커 부착 등을 통해 시민들의 열차 이용 불편을 최소화할 계획이다.승객 안전 확보를 위해 지지대 30개, 등받이 12개, 손잡이 36개를 추가로 설치했다.아울러, 공사는 운행 초기 안전사고 예방을 위해 지하철 7호선에 직원이 직접 탑승해 안전을 꼼꼼히 살피고, 시범 열차 운행 모니터링과 혼잡도 개선에 대한 효과성 검증을 마친 후 다른 노선으로의 확대 여부를 검토할 예정이다.안창규 서울교통공사 차량본부장은 “이번 7호선 객실의자 제거 열차 시범 운행은 열차 혼잡도 개선을 위한 단기 대책의 일환”이라며 “열차 혼잡도 완화를 위해 열차 증회 운행을 포함한 다양한 노력으로 시민이 더욱 편리하고 안전하게 이용할 수 있도록 하겠다”고 말했다.
]"
2024-05-23 08:39:01,서울에서 이용객 가장 많은 지하철역은…2호선 잠실역,https://n.news.naver.com/mnews/article/119/0002832493?sid=102,"[
부동의 1위였던 강남역은 2위…일평균 10만명 넘는 역 7개프로야구 흥행과 외국인 관광객 증가로 잠실역 이용객 많아져



5월 16일부터 서울지하철 7호선을 대상으로 시범운영된 좌석없는 열차에 탑승한 시민들ⓒ연합뉴스[데일리안 = 김인희 기자] 올해 이용객이 가장 많은 서울의 지하철역은 2호선 잠실역으로 하루 평균 약 16만명이 찾은 것으로 나타났다.23일 서울교통공사에 따르면 올해 1∼4월 서울 지하철 1∼9호선 이용객을 분석한 결과 하루 평균 승·하차 인원이 가장 많은 곳은 2호선 잠실역으로 15만5229명이 이용했다. 2위는 강남역으로 하루 평균 15만1607명이 이용했다.지난해 같은 기간에는 강남역의 하루 평균 승하차 인원이 15만9명으로 1위, 잠실역(14만9951명)이 2위로 뒤를 이었지만 올해 순위가 뒤바뀌었다. 강남역이나 잠실역 일대는 극심한 교통혼잡으로 승용차보다는 지하철이 빠르고 편리해 항상 많은 탑승객이 타고 내리는 곳이다.잠실역은 올해 프로야구 흥행과 외국인 관광객 증가세 등에 힘입어 이용객이 강남역을 앞지른 것으로 풀이된다.올해 1∼4월 기준으로 홍대입구역(14만7356명), 구로디지털단지역(10만6564명), 서울역 1호선(10만5265명), 신림역(10만3582명), 삼성역(10만1475명)도 하루 평균 승·하차 인원이 10만명이 넘었다.반면 올해 가장 이용객이 적었던 지하철역은 9호선 둔촌오륜역으로 하루 평균 승·하차 인원이 1465명에 불과했다. 급행열차가 서는 올림픽공원역과 중앙보훈병원역 사이에 있어 하루에 1500명도 이용하지 않은 것으로 풀이된다.1∼4월 서울 지하철 하루 평균 승·하차 인원은 880만7236명이다. 왕복으로 가정할 경우 서울시민 거의 절반이 매일 지하철을 이용하는 것이다.한편 이 기간 우대권(경로·장애인·국가유공자)으로 지하철에 무임 승차한 횟수는 총 9162만5735번이다.금액으로 환산하면 1200억원이 넘으며 전체 승차횟수의 11%가량을 차지한다. 고령화로 노인 인구가 늘며 지난해 같은 기간(8570만3236회)보다 늘었다.
		]"
2024-05-16 05:46:01,출근길 서울 지하철 7호선 ‘의자 없는 열차’ 운행 시작…“놀라지 마세요”,https://n.news.naver.com/mnews/article/021/0002637449?sid=102,"[




객실 내 의자가 제거된 전동차. 서울교통공사 제공  4호선 이어 무좌석 확대·교통약자석은 유지…""혼잡도 개선 대책""서울 지하철 7호선 열차 한 칸이 16일부터 출근 시간대에 의자 없이 운행된다.서울교통공사는 4호선과 마찬가지로 7호선도 출근 시간에 열차 1개 칸의 객실 의자를 제거한 상태로 시범 운행한다고 이날 밝혔다. 공사는 지하철 4호선 혼잡도가 지난해 4분기 166.2%를 기록하자 이를 줄여보자는 취지로 열차 1개당 한 칸을 의자 없이 운행하고 있는데, 이를 7호선까지 확대했다.공사에 따르면, 평일 오전 8시쯤 어린이대공원역을 지나는 열차가 가장 혼잡한데, 이 시간대를 전후로 한 열차가 의자 없이 운행된다. 공사는 7호선 열차 한 편당 1칸(네 번째 또는 다섯 번째 칸)의 7인석 의자는 제거하되 노약자 등 교통약자 이용하는 교통약자용 12석은 현행대로 유지한다고 설명했다. 이와 함께 시민의 편의와 안전을 위해 지지대, 손잡이, 등받이 등 설비를 추가로 설치했다. 안내방송을 하고 전동차 출입문 안내 스티커를 부착해 관련 정보를 알릴 계획이다. ""의자가 사라져서 공간이 다소 썰렁한 느낌을 준다""는 4호선 이용객들의 의견을 반영, 7호선에는 열차 내부 벽면에 디자인을 넣었다.



백호 서울교통공사 사장. 문화일보 자료 사진  공사는 운행 초기 안전사고 예방을 위해 7호선에 직원이 탑승해 안전을 살피고 시범 운행 모니터링과 혼잡도 개선 효과성 검증을 마친 뒤 다른 노선으로 확대 여부를 검토할 계획이다. 1월부터 시작된 4호선 시범 운행 당시에는 방학 등과 겹치면서 정확한 혼잡도 개선 효과를 검증하기 어려웠다. 하지만, 7호선 시범 운행과 함께 객실의자 제거 시범사업의 효과성에 대해서는 정확하게 검증할 것이라고 공사 측은 밝혔다.백호 서울교통공사 사장은 ""7호선 객실의자 제거 시범 운행은 열차 혼잡도를 개선하기 위한 단기 대책""이라며 ""열차 증회 등 다양한 노력을 통해 앞으로 시민들이 편리하고 안전하게 지하철을 이용할 수 있도록 할 것""이라고 강조했다. 
]"
2024-05-10 12:00:00,퇴근시간 '외국인 관광객' 가방 노린 50대…전과 19범(영상),https://n.news.naver.com/mnews/article/003/0012538993?sid=102,"[
절도 혐의로 12번의 구속된 전력 있어 지난해 11월께 출소 후 또다시 범행



[서울=뉴시스] 지난 3월26일 지하철에서 내리며 피해자의 가방 안 지갑을 빼내고 있는 A씨의 모습. 같은달 27일 또다른 피해자에게 접근해 함께 승차하고, 절취한 피해자의 현금을 세어보는 장면이다.  (영상=서울경찰청 지하철수사대 제공) photo@newsis.com *재판매 및 DB 금지 *재판매 및 DB 금지[서울=뉴시스]이수정 기자 = 퇴근시간 혼잡한 틈을 이용해 지하철 내에서 외국인 관광객 가방을 노린 50대 남성이 경찰에 붙잡혔다. 서울경찰청 지하철경찰대는 지난달 11일 50대 남성 A씨를 '지하철 내 외국인 관광객 2명의 가방을 열고 지갑과 현금 등을 훔친 혐의'로 검거해 구속했다고 10일 밝혔다. 경찰은 지난 3월26일과 27일 중국 여성 관광객으로부터 지하철 안에서 가방에 들어있던 지갑과 현금이 없어졌다는 2건의 피해 신고를 접수했다. 지갑에는 현금 6만원과 700위안, 신분증, 여권 등이 들어있었다. 현금은 42만6000원 상당이다. 주변 폐쇄회로(CC)TV 100여 대 분석 및 수법 범죄 데이터 자료를 활용해 A씨를 특정하고, 체포영장을 발부받아 미행·탐문수사로 강남구 소재 경륜·경정장에서 검거했다. 수사 결과, A씨는 전과 19범으로 확인됐다. 절도 혐의로는 이미 12번의 구속된 전력이 있으며, 지난해 11월께 출소 후 또다시 소매치기를 한 것으로 드러났다. A씨는 혼잡한 퇴근 시간대 지하철 승객 중 백팩이나 오픈형 핸드백을 멘 여성만을 범행대상으로 삼았다. 대상에게 가까이 접근한 뒤 전동차에서 하차할 때 피해자의 가방을 열고 지갑이나 현금을 몰래 빼내는 수법이었다.그러고는 추적을 피하기 위해 개찰구를 무단 통과했다는 게 경찰의 설명이다.A씨는 범행 후 훔친 카드로 은행 현금 자동 입출금기(ATM)에서 인출을 시도했으나 실패했다. 그러자, 인근 환전소에서 700위안을 한화로 환전한 뒤 식비 등에 모두 사용한 것으로 파악됐다.한편 경찰은 지난 3월13일 전동차 안에서 피해자의 가방을 열고 현금 10만원 등이 들어있던 지갑을 훔친 혐의로 B씨를 검거했다. B씨는 전과 15범으로 지난 3월10일 만기출소 후 3일만에 다시 절도 범행한 것으로 나타났다. 일정한 주거 없이 여인숙에서 지내던 중, CCTV 50여 대 영상자료 분석 등으로 신원을 특정한 경찰에 의해 발각됐다. 서울경찰청 지하철경찰대는 ""소매치기 피해를 예방하기 위해서는 잠금장치가 없는 가방은 옆이나 뒤로 메지 말고, 앞으로 메고 탑승하고 피해 발생 시 즉시 112에 신고해줄 것""이라고 당부했다．
]"
2024-05-24 03:02:32,“지하철로 택배 배달하면 교통 포인트 지급”,https://n.news.naver.com/mnews/article/020/0003566564?sid=102,"[
서울교통공사, 공유 택배 서비스 추진시민 누구나 일일 배달원 참여 가능이르면 내년 하반기부터 시민이 지하철 물품보관함에 맡겨진 택배를 배송하는 ‘공유 택배 서비스’가 시행될 예정이다.  서울교통공사는 이 같은 내용의 ‘서울형 도심 물류 체계 구축 방안’을 23일 발표했다. 내년 하반기 중 도심 역사에서 시작되는 공유 택배 서비스는 지하철을 이용하는 시민들이 누구나 일일 택배 배달원으로 일할 수 있는 방식이다. 예를 들어 광화문으로 전달하려는 물품을 강남역 지하철 물품보관함에 넣어두면 광화문으로 향하는 시민이 해당 역사 내 정해진 장소에 가져다 놓고 대중교통 포인트를 받을 수 있다. 물품 배송에 참여하면 지하철, 고속버스, 철도 등에서 사용할 수 있는 대중교통 포인트를 최대 50만 포인트까지 지급하는 방식을 검토하고 있다. 서울교통공사 관계자는 “지하철을 이용하는 시민이라면 누구나 서비스를 이용할 수 있고 운영에 직접 참여할 수도 있는 획기적인 시스템”이라며 “티머니사와 인센티브 제공 방식을 협의 중”이라고 설명했다.  공사는 공유 택배 서비스를 위해 지하철 1∼8호선 역사 275곳 내에 있는 물품보관함 338개와 유인 보관소 7곳 등을 구축했다. 또 배송 물품의 분실 문제나 마약·보이스피싱 등의 범죄에 악용될 우려를 최소화하기 위해 올해 9월까지 전 역사의 물품보관함을 스마트폰 애플리케이션(앱)과 연동해 본인 인증을 해야 사용할 수 있도록 전면 교체할 방침이다. 이 밖에도 공사는 서울 시내 지하철 선로에 택배 전용 화물 열차를 운행하기 위한 시범 사업도 추진한다. 실증 사업을 통해 역사 내 화물 공간과 처리할 수 있는 물량, 배송 가능 범위 등을 파악하고 택배 전용 화물열차 운행의 가능성과 수익성을 검토할 방침이다. 이날 취임 1주년을 맞은 백호 서울교통공사 사장은 “현행법상 문제가 없는지 검토해 도시철도법 시행령 개정 등 법적 근거를 확보하는 중”이라며 “새로운 수익구조 창출로 공사의 재정난을 해소하는 동시에 시민 편의를 증진시킬 수 있도록 최선을 다하겠다”고 말했다. 백 사장은 취임 후 ‘15분 내 재승차’ 제도와 ‘의자 없는 지하철’ 시범 운영 등 시민 불편과 혼잡도 개선 등을 위한 사업을 시행하고 있다.
]"
2024-05-16 08:50:52,'혼잡한 출근길 개선하기 위해 7호선도 시범운행',https://n.news.naver.com/mnews/article/003/0012547827?sid=102,"[




[서울=뉴시스] 김근수 기자 = 16일 오전 서울 지하철 7호선 열차에서 시민들이 출근길에 나서고 있다.서울교통공사는 4호선에 이어 출근시간대 지하철 객실 혼잡도를 개선하기 위해 오늘부터 7호선 객실 열차에도 의자 없는 칸 시범운행을 한다고 밝혔다. 2024.05.16. ks@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.
]"
